sim,rho,customer_no,servers,mean_waiting_time
0,0.9,250000,1,10.856137025656963
0,0.9,250000,1,10.49370465736991
0,0.9,250000,1,11.150848251285897
0,0.9,250000,1,11.437932807843625
0,0.9,250000,1,11.013940406871098
0,0.9,250000,1,11.064577462705657
0,0.9,250000,1,11.46302273506332
0,0.9,250000,1,11.047698894254028
0,0.9,250000,1,11.340479586517509
0,0.9,250000,1,11.117977156680075
0,0.9,250000,1,11.133634395450159
0,0.9,250000,1,10.9557481079591
0,0.9,250000,1,11.78176816350672
0,0.9,250000,1,11.737972788262631
0,0.9,250000,1,10.714621916241951
0,0.9,250000,1,11.7065367845778
0,0.9,250000,1,11.139916572874965
0,0.9,250000,1,10.843078422807492
0,0.9,250000,1,10.680537581677683
0,0.9,250000,1,10.911178379215556
0,0.9,250000,1,11.289555707606194
0,0.9,250000,1,10.952662437049808
0,0.9,250000,1,10.756974904991466
0,0.9,250000,1,11.001616237740272
0,0.9,250000,1,11.165713156109263
0,0.9,250000,1,11.019998927434886
0,0.9,250000,1,11.203108846576873
0,0.9,250000,1,11.545979906730647
0,0.9,250000,1,10.035638053945497
0,0.9,250000,1,11.122407323843785
0,0.9,250000,1,10.31536363881748
0,0.9,250000,1,11.19128075311255
0,0.9,250000,1,11.44520720386786
0,0.9,250000,1,10.555008429789556
0,0.9,250000,1,11.27148300539463
0,0.9,250000,1,11.21760157162116
0,0.9,250000,1,11.839057285115286
0,0.9,250000,1,10.994157404486932
0,0.9,250000,1,11.449197246894686
0,0.9,250000,1,12.089661303132978
0,0.9,250000,1,11.101482384547955
0,0.9,250000,1,11.340587768675553
0,0.9,250000,1,11.008714754399039
0,0.9,250000,1,10.50720944788094
0,0.9,250000,1,12.6917227474213
0,0.9,250000,1,10.92788385860122
0,0.9,250000,1,11.803748280775551
0,0.9,250000,1,11.889044074174658
0,0.9,250000,1,10.533880024761109
0,0.9,250000,1,12.260047232241652
